filename,text,label,start,end
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,g. Người bện,DISEASE,1491,1503
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,"đó, người b",DISEASE,1700,1711
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,n của ng,DISEASE,2083,2091
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt, chứa nhi,DRUG,2230,2239
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,uyết. Người,DISEASE,2282,2293
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt," thứ tự, ",DRUG,2694,2703
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,p l,BODY_PART,2740,2743
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,p l,BODY_PART,2740,2743
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,p l,BODY_PART,2740,2743
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,p l,BODY_PART,2740,2743
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,p l,BODY_PART,2740,2743
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,an trọng trong kiểm s,TREATMENT,2765,2786
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,an trọng trong kiểm s,TREATMENT,2765,2786
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,an trọng trong kiểm s,TREATMENT,2765,2786
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,an trọng trong kiểm s,TREATMENT,2765,2786
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,an trọng trong kiểm s,TREATMENT,2765,2786
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,g huyết. Ng,DISEASE,2794,2805
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,nhấn mạnh ng,DISEASE,3017,3029
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,n thủ việ,DRUG,3059,3068
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,ết mà quên,DRUG,3144,3154
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt,hoặc tự ý n,TREATMENT,3166,3177
dinh_dưỡng_ngày_tết_cho_người_bệnh_đái_tháo_đường-_ăn_uống_hợp_lý_để_kiểm_soát_đường_huyết.txt, trí nhưng ngư,DISEASE,3302,3316
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,27,36
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,27,36
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,28,36
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,28,37
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,28,36
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,28,37
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,181,191
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,181,191
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,182,191
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,182,190
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,182,191
kế_hoạch_tiêm_phòng_vắc_xin_bệnh_dại_cho_đàn_chó-_mèo_trên_địa_bàn_phường_bạch_mai_đợt_1_năm_2026.txt,bệnh Dại,DISEASE,182,190
phường_bạch_mai-_đặc_sắc_chương_trình_nghệ_thuật_-tự_hào_ngày_hội_non_sông.txt,Sáu,DRUG,30,33
thông_báo_về_việc_công_khai_lấy_ý_kiến_các_cơ_quan-_tổ_chức-_cá_nhân_và_cộng_đồng_dân_cư_liên_quan_đối_với_hồ_sơ_phương_án_tuyến_tỷ_lệ_1-500_dự_án_trục_không_gian_quốc_lộ_1a_gắn_với_chỉnh_trang_và_tái_thiết_đô_thị.txt,cơ,BODY_PART,43,46
thông_báo_về_việc_công_khai_lấy_ý_kiến_các_cơ_quan-_tổ_chức-_cá_nhân_và_cộng_đồng_dân_cư_liên_quan_đối_với_hồ_sơ_phương_án_tuyến_tỷ_lệ_1-500_dự_án_trục_không_gian_quốc_lộ_1a_gắn_với_chỉnh_trang_và_tái_thiết_đô_thị.txt,cơ,BODY_PART,274,277
thông_báo_về_việc_công_khai_lấy_ý_kiến_cộng_đồng_dân_cư_liên_quan_đối_với_quy_hoạch_tổng_thể_thủ_đô_hà_nội_tầm_nhìn_100_năm.txt,Thông báo về việc công khai lấy ý kiến cộng đồng dân cư liên quan đối với Quy hoạch tổng thể Thủ đô Hà Nội tầm nhìn 100 năm,DISEASE,0,123
triển_khai_tuyên_truyền_nội_dung_thông_tin_cơ_sở_tuần_13.txt,cơ,BODY_PART,84,87
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,DISEASE,50,63
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,g bệnh mùa nắ,DISEASE,50,63
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,iế,BODY_PART,338,340
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,BODY_PART,338,340
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,iế,BODY_PART,338,340
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,iế,BODY_PART,338,340
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,iế,BODY_PART,338,340
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,iế,BODY_PART,338,340
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,dễ kiệt sức,SYMPTOM,363,374
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,t ,BODY_PART,410,412
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,BODY_PART,410,412
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,t ,BODY_PART,410,412
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,t ,BODY_PART,410,412
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,t ,BODY_PART,410,412
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,t ,BODY_PART,410,412
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,DISEASE,441,452
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,gười bệnh c,DISEASE,441,452
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,sốc nhiệt,SYMPTOM,472,481
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,sốc nhiệt,SYMPTOM,472,481
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,sốc nhiệt,SYMPTOM,472,481
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,sốc nhiệt,SYMPTOM,472,481
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,rối loạn ý thức,SYMPTOM,483,498
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,rối loạn ý thức,SYMPTOM,483,498
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,rối loạn ý thức,SYMPTOM,483,498
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,ng,BODY_PART,605,607
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,BODY_PART,605,607
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,ng,BODY_PART,605,607
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,ng,BODY_PART,605,607
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,ng,BODY_PART,605,607
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,ng,BODY_PART,605,607
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,đột quỵ,DISEASE,608,615
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,y cơ độ,DISEASE,608,615
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,DISEASE,608,615
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,y cơ độ,DISEASE,608,615
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,y cơ độ,DISEASE,608,615
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,y cơ độ,DISEASE,608,615
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,y cơ độ,DISEASE,608,615
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,DISEASE,664,672
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,i có bện,DISEASE,664,672
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,u như chó,SYMPTOM,854,863
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,chóng mặt,SYMPTOM,854,863
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,SYMPTOM,854,863
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,u như chó,SYMPTOM,854,863
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,u như chó,SYMPTOM,854,863
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,u như chó,SYMPTOM,854,863
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt," mặt, bu",SYMPTOM,865,873
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,buồn nôn,SYMPTOM,865,873
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,buồn nôn,SYMPTOM,865,873
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,SYMPTOM,865,873
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt," mặt, bu",SYMPTOM,865,873
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt," mặt, bu",SYMPTOM,865,873
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt," mặt, bu",SYMPTOM,865,873
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,mệt lả,SYMPTOM,875,882
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,mệt lả,SYMPTOM,875,882
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt, n,BODY_PART,975,977
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt,,BODY_PART,975,977
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt, n,BODY_PART,975,977
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt, n,BODY_PART,975,977
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt, n,BODY_PART,975,977
tăng_cường_phòng_bệnh_mùa_nắng_nóng.txt, n,BODY_PART,975,977
